Year,State:,Education,final_didnotvote_weight,final_didvote_weight,segment_size,voterturnout,standard_error,Education Category,stat_type,stat_val,YA,Race,Race Category,Employment,Employment Category,Age,Age Category
2000,California,73.0,2533498.9712999994,2057648.3799000017,4591147.351200001,0.4481773775703775,0.00023209409981591377,High School Grad,education,High School Grad,False,,,,,,
2000,California,80.0,1796310.177999999,2236953.618000002,4033263.796000001,0.554626161625854,0.00024747664115080053,Some College,education,Some College,False,,,,,,
2000,California,91.0,552400.1473,982120.1388000009,1534520.2861000008,0.6400176965376387,0.0003874808555357165,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,California,111.0,815979.2715000005,2202752.4520000005,3018731.7235000012,0.7296946710607554,0.0002556145858137189,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,California,123.0,199371.04919999998,1071394.3061000002,1270765.3553000002,0.8431094707071765,0.0003226321667995725,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Colorado,15.0,244765.5576,45729.4606,290495.0182,0.15741908719589878,0.0006757174878479322,Less than High School,education,Less than High School,False,,,,,,
2000,Colorado,73.0,405716.20559999987,353453.8336000001,759170.0392,0.4655792712426633,0.0005724913583111167,High School Grad,education,High School Grad,False,,,,,,
2000,Colorado,80.0,246864.176,369617.84130000003,616482.0173000001,0.5995598102257896,0.0006240578917544224,Some College,education,Some College,False,,,,,,
2000,Colorado,91.0,83371.80469999998,118359.70189999999,201731.50659999996,0.5867189706498728,0.001096354326047924,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Colorado,111.0,104598.87680000001,391208.509,495807.38580000005,0.7890332419489342,0.0005794262532313332,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Colorado,123.0,22126.228899999995,222485.73660000003,244611.96550000002,0.9095455986596045,0.0005799469135810296,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Connecticut,15.0,168096.76459999994,135766.23139999993,303862.99599999987,0.44680080558410606,0.0009019009314978682,Less than High School,education,Less than High School,False,,,,,,
2000,Connecticut,73.0,313994.3125999999,314229.78649999993,628224.0990999998,0.5001874123424567,0.0006308304925494339,High School Grad,education,High School Grad,False,,,,,,
2000,Connecticut,80.0,139601.5923,228982.8204,368584.4127,0.6212493326091215,0.0007989897141410294,Some College,education,Some College,False,,,,,,
2000,Connecticut,91.0,22317.048199999997,104315.7985,126632.8467,0.8237657228628029,0.0010707149441530547,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Connecticut,111.0,107296.673,291663.7048,398960.3778,0.7310593257614466,0.0007020041381600128,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Connecticut,123.0,32126.4516,198230.80299999993,230357.25459999993,0.8605364017912722,0.0007217953985975606,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Delaware,15.0,37325.750799999994,16420.145500000002,53745.89629999999,0.3055144044550989,0.0019868945197668883,Less than High School,education,Less than High School,False,,,,,,
2000,Delaware,73.0,101439.03759999998,95585.56340000001,197024.601,0.4851453215225647,0.0011259472051590941,High School Grad,education,High School Grad,False,,,,,,
2000,Delaware,80.0,33412.6687,59708.23590000001,93120.90460000001,0.6411904626192817,0.0015718167879758996,Some College,education,Some College,False,,,,,,
2000,Delaware,91.0,14980.359500000002,25534.039099999998,40514.3986,0.6302460355415469,0.0023983180860276156,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Delaware,111.0,10391.912900000001,61391.582,71783.4949,0.8552325584805149,0.0013133039882844834,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Delaware,123.0,3718.5049,31399.3674,35117.8723,0.8941136049406956,0.0016419212945671317,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,District of Columbia,15.0,43250.122599999995,18343.8121,61593.9347,0.2978184814681112,0.0018426020314090818,Less than High School,education,Less than High School,False,,,,,,
2000,District of Columbia,73.0,77364.8656,41011.54800000001,118376.41360000001,0.34645033375128376,0.0013830159906725108,High School Grad,education,High School Grad,False,,,,,,
2000,District of Columbia,80.0,19802.789399999998,33249.55659999999,53052.34599999999,0.6267311270268802,0.002099902948876016,Some College,education,Some College,False,,,,,,
2000,District of Columbia,91.0,3071.9755999999998,4947.6966999999995,8019.672299999999,0.6169449966178793,0.005428445496022519,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,District of Columbia,111.0,20090.028000000002,40804.01469999999,60894.04269999999,0.6700822098645127,0.0019053708097767853,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,District of Columbia,123.0,24409.1619,37437.361899999974,61846.52379999997,0.6053268575136957,0.0019654233501216916,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Florida,15.0,991256.9140000002,478818.2969000002,1470075.2109000003,0.325710067994998,0.00038651749123175895,Less than High School,education,Less than High School,False,,,,,,
2000,Florida,73.0,1634758.8313000023,1610090.1884000006,3244849.019700003,0.49619879958200913,0.0002775621267556235,High School Grad,education,High School Grad,False,,,,,,
2000,Florida,80.0,726019.0802000003,1000755.5097000003,1726774.5899000005,0.5795519088324986,0.000375650990437355,Some College,education,Some College,False,,,,,,
2000,Florida,91.0,356847.12679999985,570662.6878000003,927509.8146000002,0.6152632336792097,0.0005051880513778807,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Florida,111.0,315738.4434,1059110.9188,1374849.3622,0.7703468815705284,0.0003587168519880155,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Florida,123.0,123138.38119999999,538614.3056,661752.6867999999,0.8139208443633932,0.00047840101470367,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Georgia,15.0,701727.5485999996,252883.70909999998,954611.2576999996,0.26490752865128303,0.00045165296135296753,Less than High School,education,Less than High School,False,,,,,,
2000,Georgia,73.0,1023357.1698000001,657588.1718999996,1680945.3416999998,0.39120140053748403,0.0003764091975111497,High School Grad,education,High School Grad,False,,,,,,
2000,Georgia,80.0,316429.6076,391700.68679999997,708130.2944,0.5531477609383858,0.0005908074478149176,Some College,education,Some College,False,,,,,,
2000,Georgia,91.0,166627.745,216352.17520000003,382979.92020000005,0.5649178032284733,0.0008011065543447385,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Georgia,111.0,216085.2757,405285.58340000006,621370.8591,0.6522442716206871,0.0006041806917760887,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Georgia,123.0,80565.2332,193584.26590000006,274149.4991000001,0.7061266445334169,0.0008700168765761474,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Hawaii,15.0,54856.906299999995,20018.9404,74875.8467,0.2673617899802661,0.0016174228691172776,Less than High School,education,Less than High School,False,,,,,,
2000,Hawaii,73.0,167012.14829999997,80052.2726,247064.42089999997,0.3240137625174342,0.0009415546912913509,High School Grad,education,High School Grad,False,,,,,,
2000,Hawaii,80.0,71538.6841,55795.560900000004,127334.245,0.4381818960013467,0.0013904406985376415,Some College,education,Some College,False,,,,,,
2000,Hawaii,91.0,24507.2042,33568.3006,58075.5048,0.5780113442939888,0.0020493780122808557,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Hawaii,111.0,44092.7927,77619.99170000001,121712.7844,0.6377308027471271,0.0013777369388667843,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Hawaii,123.0,10461.4604,27891.81819999999,38353.27859999999,0.7272342604890106,0.0022742113770928126,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Idaho,15.0,58735.27960000001,32407.518399999994,91142.79800000001,0.35556861442853654,0.0015855826064805748,Less than High School,education,Less than High School,False,,,,,,
2000,Idaho,73.0,128093.38209999999,119163.12440000009,247256.50650000008,0.48194130899443105,0.0010048765093558995,High School Grad,education,High School Grad,False,,,,,,
2000,Idaho,80.0,93066.24859999995,125976.77179999997,219043.02039999992,0.575123423562872,0.0010562025525911447,Some College,education,Some College,False,,,,,,
2000,Idaho,91.0,19892.262700000003,46475.4676,66367.73030000001,0.7002720658054505,0.0017783552799606945,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Idaho,111.0,24041.8621,84328.52129999995,108370.38339999995,0.778150991574327,0.0012621337457302483,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Idaho,123.0,2123.858,26752.751300000014,28876.609300000015,0.926450575345077,0.0015361289328029257,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Illinois,15.0,660947.0374999995,395223.2684000003,1056170.3058999998,0.37420410912160296,0.0004708728530633619,Less than High School,education,Less than High School,False,,,,,,
2000,Illinois,73.0,1301319.5366999998,1255773.1511999988,2557092.6878999984,0.49109410743780946,0.00031262799559961414,High School Grad,education,High School Grad,False,,,,,,
2000,Illinois,80.0,621593.7524999998,919191.1865000002,1540784.939,0.5965733200225681,0.00039522390897450086,Some College,education,Some College,False,,,,,,
2000,Illinois,91.0,198719.1,377980.4516000001,576699.5516000001,0.6554200546043913,0.0006257920692503455,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Illinois,111.0,294408.1905999999,770756.2427000005,1065164.4333000004,0.7236030594000498,0.0004333197507906064,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Illinois,123.0,127321.50560000003,398845.7933000002,526167.2989000003,0.7580208692821141,0.0005904289050766815,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Indiana,15.0,351573.5889000001,162426.536,514000.12490000005,0.31600485706418935,0.0006484728166070826,Less than High School,education,Less than High School,False,,,,,,
2000,Indiana,73.0,967314.3580000002,769487.7199000012,1736802.0779000013,0.44304859470827135,0.00037692866708408096,High School Grad,education,High School Grad,False,,,,,,
2000,Indiana,80.0,393979.37159999995,360959.9823999998,754939.3539999998,0.4781310981967962,0.0005749077620061247,Some College,education,Some College,False,,,,,,
2000,Indiana,91.0,150385.28699999995,167048.8852,317434.1721999999,0.5262473288312216,0.0008862249026268668,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Indiana,111.0,174327.3252,360040.81069999974,534368.1358999998,0.6737692360597205,0.0006413539421760265,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Indiana,123.0,28654.536,190291.38039999997,218945.91639999996,0.8691250493676712,0.0007207770902236825,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Iowa,15.0,125860.5654,105376.37780000003,231236.94320000004,0.4557073638050065,0.0010356920503601132,Less than High School,education,Less than High School,False,,,,,,
2000,Iowa,73.0,326237.80669999996,367972.63100000005,694210.4377,0.5300592025368218,0.00059901568531669,High School Grad,education,High School Grad,False,,,,,,
2000,Iowa,80.0,142765.74910000004,231700.15579999998,374465.9049,0.6187483366793428,0.0007937006849776653,Some College,education,Some College,False,,,,,,
2000,Iowa,91.0,69850.02919999999,162321.27650000004,232171.30570000003,0.6991444356596906,0.0009518274052879841,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Iowa,111.0,34991.8033,246980.60800000007,281972.41130000004,0.8759034504876756,0.0006208756998821737,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Iowa,123.0,7623.960999999999,98469.58870000002,106093.54970000002,0.9281392599120473,0.0007928808421549324,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Kansas,15.0,122553.76260000006,57714.081400000025,180267.8440000001,0.32015738425317825,0.0010988206730532185,Less than High School,education,Less than High School,False,,,,,,
2000,Kansas,73.0,318994.4578999999,268903.1123999998,587897.5702999998,0.4573978971588206,0.000649736082274029,High School Grad,education,High School Grad,False,,,,,,
2000,Kansas,80.0,183176.6617,233789.14510000002,416965.8068,0.5606914075142336,0.0007685932713566121,Some College,education,Some College,False,,,,,,
2000,Kansas,91.0,53244.52340000001,71056.46919999999,124300.9926,0.5716484455490984,0.001403548384709841,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Kansas,111.0,63143.029699999985,212394.54309999995,275537.57279999997,0.7708369531663377,0.0008006876736993651,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Kansas,123.0,20190.566,110137.24730000003,130327.81330000004,0.8450786099393567,0.0010022722194414073,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Kentucky,15.0,413597.8362000003,127126.45700000001,540724.2932000003,0.23510402361925903,0.0005766911388099093,Less than High School,education,Less than High School,False,,,,,,
2000,Kentucky,73.0,495380.90340000036,495611.38119999965,990992.2846,0.5001162863745666,0.0005022672439236918,High School Grad,education,High School Grad,False,,,,,,
2000,Kentucky,80.0,165023.9572,267965.1609,432989.1181,0.6188727376703096,0.0007380693873807157,Some College,education,Some College,False,,,,,,
2000,Kentucky,91.0,60692.21089999999,115107.19400000002,175799.40490000002,0.6547644121177568,0.001133944011522066,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Kentucky,111.0,66572.49580000002,191389.2869999999,257961.78279999993,0.7419288428022135,0.0008615354993326741,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Kentucky,123.0,14507.681600000002,132553.3097,147060.99130000002,0.9013492193153739,0.0007775853363891916,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Louisiana,15.0,428607.98639999994,218020.39639999994,646628.3827999999,0.33716490367456226,0.0005878906416541929,Less than High School,education,Less than High School,False,,,,,,
2000,Louisiana,73.0,491773.3030999998,509811.56430000026,1001584.8674000001,0.5090048590923831,0.00049952322361409,High School Grad,education,High School Grad,False,,,,,,
2000,Louisiana,80.0,199363.0018,333288.9135000001,532651.9153000001,0.6257161645843049,0.0006630823628566116,Some College,education,Some College,False,,,,,,
2000,Louisiana,91.0,40408.798800000004,91719.92289999999,132128.7217,0.6941709699443795,0.0012675758629609167,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Louisiana,111.0,26789.478199999998,277023.3668999999,303812.8450999999,0.911822430709991,0.0005144357377949922,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Louisiana,123.0,21667.7971,134037.0796,155704.8767,0.8608406007619928,0.0008771351923307991,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Maine,15.0,56183.03410000001,52851.35570000001,109034.38980000002,0.4847218918448058,0.0015135104168312566,Less than High School,education,Less than High School,False,,,,,,
2000,Maine,73.0,167076.34089999998,222048.79079999987,389125.13169999985,0.5706359541207704,0.0007935015197833468,High School Grad,education,High School Grad,False,,,,,,
2000,Maine,80.0,41953.7897,116740.06650000009,158693.8562000001,0.7356306620520575,0.0011070198198032133,Some College,education,Some College,False,,,,,,
2000,Maine,91.0,13036.6286,64252.995299999995,77289.62389999999,0.8313275709962409,0.0013469378113486398,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Maine,111.0,15207.255700000002,104780.30080000004,119987.55650000004,0.873259726728413,0.0009604194151293325,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Maine,123.0,2887.5971,47740.1879,50627.784999999996,0.9429641826123738,0.001030687406920958,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Maryland,15.0,329570.72400000005,155365.26150000002,484935.98550000007,0.3203830322878771,0.000670076911444524,Less than High School,education,Less than High School,False,,,,,,
2000,Maryland,73.0,624202.3781999998,517488.7010000002,1141691.0792,0.45326508232210433,0.00046589734323389373,High School Grad,education,High School Grad,False,,,,,,
2000,Maryland,80.0,263325.79349999997,334807.0577999999,598132.8512999999,0.5597536685576125,0.0006418706522099974,Some College,education,Some College,False,,,,,,
2000,Maryland,91.0,84748.84039999999,111356.79600000002,196105.63640000002,0.5678408741544974,0.0011186394506752203,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Maryland,111.0,98848.6252,407736.3125,506584.9377,0.8048725537541777,0.0005567966364064227,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Maryland,123.0,44912.83380000001,276394.3665,321307.2003,0.8602184023325169,0.0006117431789125954,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Massachusetts,15.0,335570.59870000003,206215.03119999994,541785.6298999999,0.380621079296736,0.0006596459308900082,Less than High School,education,Less than High School,False,,,,,,
2000,Massachusetts,73.0,594465.3633999999,695771.5251999998,1290236.8885999997,0.5392587449231607,0.0004388260711298119,High School Grad,education,High School Grad,False,,,,,,
2000,Massachusetts,80.0,284421.28639999987,367045.9826000001,651467.269,0.5634143111493758,0.000614472405447837,Some College,education,Some College,False,,,,,,
2000,Massachusetts,91.0,104612.17810000002,242968.27720000007,347580.4553000001,0.6990274438483366,0.000778005895099618,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Massachusetts,111.0,202310.07490000004,550907.1095000001,753217.1844000001,0.7314053913133213,0.0005107020654945652,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Massachusetts,123.0,83700.28109999996,333287.2792000001,416987.56030000007,0.7992739134956877,0.0006202805717182519,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Michigan,15.0,635143.3265000001,276297.3002,911440.6267000001,0.30314349844199234,0.00048142829977812317,Less than High School,education,Less than High School,False,,,,,,
2000,Michigan,73.0,1095572.2517999997,1181581.6856999989,2277153.9374999986,0.5188852919610752,0.00033110352324439916,High School Grad,education,High School Grad,False,,,,,,
2000,Michigan,80.0,446149.4709,835241.2681999998,1281390.7391,0.651824024252463,0.0004208465698977621,Some College,education,Some College,False,,,,,,
2000,Michigan,91.0,127471.20149999998,391525.4639000001,518996.66540000006,0.7543891704935028,0.0005975017682283957,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Michigan,111.0,123440.19799999997,626938.0389999992,750378.2369999991,0.8354960313168036,0.0004279768428337831,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Michigan,123.0,56074.2515,392374.6870000003,448448.93850000034,0.874959562425188,0.0004939269614710176,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Minnesota,15.0,170850.51690000002,132244.88450000001,303095.40140000003,0.4363143877774452,0.0009008003961177069,Less than High School,education,Less than High School,False,,,,,,
2000,Minnesota,73.0,379186.821,669070.5841999996,1048257.4051999996,0.6382693610185811,0.0004693109387713658,High School Grad,education,High School Grad,False,,,,,,
2000,Minnesota,80.0,175316.55320000002,494537.72399999993,669854.2771999999,0.7382765787018252,0.0005370820927680083,Some College,education,Some College,False,,,,,,
2000,Minnesota,91.0,141818.12709999995,255861.5555,397679.68259999994,0.6433860382989554,0.0007595708429634744,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Minnesota,111.0,96384.11349999999,523796.5028000001,620180.6163000001,0.8445870268003086,0.0004600518097441344,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Minnesota,123.0,15346.7738,160138.22220000002,175484.996,0.9125465187918402,0.0006743666151750259,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Mississippi,15.0,265320.77459999995,148029.9188000001,413350.69340000005,0.3581218591467351,0.0007457313020670967,Less than High School,education,Less than High School,False,,,,,,
2000,Mississippi,73.0,312621.2920999999,272604.91299999994,585226.2050999999,0.4658111865537854,0.0006520643685840264,High School Grad,education,High School Grad,False,,,,,,
2000,Mississippi,80.0,189352.92610000004,179790.1854,369143.1115,0.48704738026785577,0.000822672249099896,Some College,education,Some College,False,,,,,,
2000,Mississippi,91.0,45829.5935,71392.607,117222.2005,0.6090365706792887,0.00142522955111457,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Mississippi,111.0,65634.21969999999,146094.9422000001,211729.1619000001,0.6900085981967893,0.0010051057003645308,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Mississippi,123.0,35997.9391,64545.7476,100543.6867,0.641967185792482,0.0015119604396666953,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Missouri,15.0,304488.2577,205468.72340000005,509956.9811000001,0.40291383590199076,0.0006868435491028004,Less than High School,education,Less than High School,False,,,,,,
2000,Missouri,73.0,718340.5254999999,711010.6509000007,1429351.1764000007,0.49743594341228986,0.0004182103937485877,High School Grad,education,High School Grad,False,,,,,,
2000,Missouri,80.0,311104.91290000005,461705.7097000002,772810.6226000002,0.5974370643957554,0.0005578615547515926,Some College,education,Some College,False,,,,,,
2000,Missouri,91.0,104257.96850000002,247788.73429999998,352046.70279999997,0.7038518819497945,0.000769475835873606,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Missouri,111.0,79253.2793,371979.6297999999,451232.9090999999,0.8243628119720402,0.0005664571340529167,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Missouri,123.0,31131.3001,161613.57669999998,192744.87679999997,0.8384844224300545,0.0008382301640747898,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Montana,15.0,47650.57869999999,29484.421,77134.99969999999,0.3822443911930164,0.001749658005875337,Less than High School,education,Less than High School,False,,,,,,
2000,Montana,73.0,92336.3029,118229.2548999999,210565.5577999999,0.5614843003540817,0.0010813535601718021,High School Grad,education,High School Grad,False,,,,,,
2000,Montana,80.0,49830.03659999999,92205.35280000007,142035.38940000004,0.6491716831242063,0.0012662772973865775,Some College,education,Some College,False,,,,,,
2000,Montana,91.0,16070.998400000002,31717.110499999995,47788.1089,0.6637029844886788,0.002161167706925406,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Montana,111.0,16874.1245,72356.24490000005,89230.36940000005,0.8108925849633433,0.001310930289780597,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Montana,123.0,6111.6265,22633.107699999993,28744.73419999999,0.787382744349746,0.00241330966393541,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Nebraska,15.0,79539.87759999999,48546.022799999984,128085.90039999998,0.37901144972549994,0.0013555554848552083,Less than High School,education,Less than High School,False,,,,,,
2000,Nebraska,73.0,209731.17430000013,210779.26300000006,420510.4373000002,0.5012462100902054,0.0007710459592348918,High School Grad,education,High School Grad,False,,,,,,
2000,Nebraska,80.0,107825.13089999999,149234.60350000006,257059.73440000004,0.5805444553513085,0.0009732931869542195,Some College,education,Some College,False,,,,,,
2000,Nebraska,91.0,46181.999,47558.7512,93740.75020000001,0.5073434029334234,0.001632897588720248,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Nebraska,111.0,32969.135200000004,130096.37479999999,163065.51,0.7978166247417985,0.0009945879782979707,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Nebraska,123.0,4851.6874,49713.372699999985,54565.06009999999,0.9110843570756004,0.0012184593997039016,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,Nevada,15.0,81901.37030000002,36747.6005,118648.97080000002,0.30971697649146396,0.0013423448908141933,Less than High School,education,Less than High School,False,,,,,,
2000,Nevada,73.0,283188.03320000006,171804.8943,454992.9275000001,0.37759904366865127,0.0007187009940185949,High School Grad,education,High School Grad,False,,,,,,
2000,Nevada,80.0,163792.34819999998,149474.68980000008,313267.03800000006,0.47714783768600655,0.0008923979908964896,Some College,education,Some College,False,,,,,,
2000,Nevada,91.0,32297.352200000005,34781.2698,67078.622,0.51851497187882,0.0019292121034682563,Associate's Degree,education,Associate's Degree,False,,,,,,
2000,Nevada,111.0,56872.60510000001,93096.943,149969.5481,0.6207723113089783,0.0012528949159427206,Bachelor's Degree,education,Bachelor's Degree,False,,,,,,
2000,Nevada,123.0,23274.2099,43957.47629999999,67231.6862,0.6538208214685531,0.001834817371031065,Post-Graduate Degree,education,Post-Graduate Degree,False,,,,,,
2000,New Hampshire,15.0,74060.0369,31431.9882,105492.0251,0.2979560603771175,0.001408148459119037,Less than High School,education,Less than High School,False,,,,,,
2000,New Hampshire,73.0,128818.312,164474.76750000016,293293.07950000017,0.5607863908019693,0.0009164013477584017,High School Grad,education,High School Grad,False,,,,,,
